model,mode,subject,subject_label,supercategory,n,correct,accuracy,avg_confidence,calibration_gap,expected_calibration_error,rms_calibration_error,n_shot_mean,n_shot_min,n_shot_max,truncated_count
sft,five_shot,sociology,sociology,Social Sciences,201,47,0.23383084577114427,0.48240900454829583,0.24857815877715156,0.24857815877715153,0.2536191869842372,5.0,5,5,0
sft,five_shot,us_foreign_policy,us foreign policy,Social Sciences,100,32,0.32,0.39482688903808594,0.07482688903808593,0.07975454926490785,0.11960120237630963,5.0,5,5,0
sft,five_shot,virology,virology,Other,166,42,0.25301204819277107,0.4074336697897279,0.15442162159695683,0.15561313352671016,0.1708291823542962,5.0,5,5,0
sft,five_shot,world_religions,world religions,Humanities,171,36,0.21052631578947367,0.49403011450293466,0.283503798713461,0.283503798713461,0.2889071209817214,5.0,5,5,0
sft,zero_shot,abstract_algebra,abstract algebra,STEM,100,21,0.21,0.8919742685556412,0.6819742685556412,0.6819742685556411,0.6896406137032446,0.0,0,0,0
sft,zero_shot,anatomy,anatomy,STEM,135,27,0.2,0.7443566887466996,0.5443566887466995,0.5443566887466996,0.5529507519997273,0.0,0,0,0
sft,zero_shot,astronomy,astronomy,STEM,152,27,0.17763157894736842,0.8738813635550047,0.6962497846076363,0.6962497846076363,0.7000979749418849,0.0,0,0,0
sft,zero_shot,business_ethics,business ethics,Other,100,30,0.3,0.7675578135251999,0.46755781352519993,0.46755781352519993,0.47127959603114994,0.0,0,0,0
sft,zero_shot,clinical_knowledge,clinical knowledge,Other,265,57,0.21509433962264152,0.7694452884062282,0.5543509487835867,0.5560067982043859,0.5740098996418249,0.0,0,0,0
sft,zero_shot,college_biology,college biology,STEM,144,38,0.2638888888888889,0.742978205697404,0.47908931680851513,0.47908931680851513,0.49283343546575054,0.0,0,0,0
sft,zero_shot,college_chemistry,college chemistry,STEM,100,19,0.19,0.7798659074306488,0.5898659074306487,0.6120126569271087,0.6409767240845454,0.0,0,0,0
sft,zero_shot,college_computer_science,college computer science,STEM,100,25,0.25,0.8063970604538917,0.5563970604538917,0.5767347452044487,0.5896882210545198,0.0,0,0,0
sft,zero_shot,college_mathematics,college mathematics,STEM,100,20,0.2,0.8489313167333603,0.6489313167333604,0.6489313167333604,0.6639989501389539,0.0,0,0,0
sft,zero_shot,college_medicine,college medicine,Other,173,37,0.2138728323699422,0.7998358915651465,0.5859630591952043,0.5859630591952043,0.6002306494058208,0.0,0,0,0
sft,zero_shot,college_physics,college physics,STEM,102,22,0.21568627450980393,0.8903454112655976,0.6746591367557937,0.6746591367557937,0.6997607936282526,0.0,0,0,0
sft,zero_shot,computer_security,computer security,STEM,100,28,0.28,0.796246064901352,0.5162460649013519,0.5240186989307404,0.5469472319201825,0.0,0,0,0
sft,zero_shot,conceptual_physics,conceptual physics,STEM,235,62,0.26382978723404255,0.8888484538869655,0.6250186666529229,0.6288856075165119,0.6309824312316441,0.0,0,0,0
sft,zero_shot,econometrics,econometrics,Social Sciences,114,28,0.24561403508771928,0.8600537118158842,0.6144396767281649,0.6300427913665771,0.6335566410280989,0.0,0,0,0
sft,zero_shot,electrical_engineering,electrical engineering,STEM,145,36,0.2482758620689655,0.8768408068295183,0.6285649447605528,0.6342976759219991,0.6371477014019925,0.0,0,0,0
sft,zero_shot,elementary_mathematics,elementary mathematics,STEM,378,80,0.21164021164021163,0.8959629188769709,0.6843227072367593,0.6843227072367593,0.6871088590508865,0.0,0,0,0
sft,zero_shot,formal_logic,formal logic,Humanities,126,34,0.2698412698412698,0.7963074445724487,0.526466174731179,0.526466174731179,0.5361116816819195,0.0,0,0,0
sft,zero_shot,global_facts,global facts,Other,100,18,0.18,0.8559581220149994,0.6759581220149995,0.6759581220149993,0.6883958385484533,0.0,0,0,0
sft,zero_shot,high_school_biology,high school biology,STEM,310,53,0.17096774193548386,0.808663103465111,0.6376953615296272,0.6376953615296271,0.6451469719990793,0.0,0,0,0
sft,zero_shot,high_school_chemistry,high school chemistry,STEM,203,31,0.15270935960591134,0.8064640839698867,0.6537547243639753,0.6537547243639754,0.6625478808056933,0.0,0,0,0
sft,zero_shot,high_school_computer_science,high school computer science,STEM,100,25,0.25,0.8754868736863136,0.6254868736863136,0.6258908662199973,0.6396161436167298,0.0,0,0,0
sft,zero_shot,high_school_european_history,high school european history,Humanities,165,36,0.21818181818181817,0.8580316236524871,0.6398498054706689,0.6398498054706689,0.6450895934859231,0.0,0,0,0
sft,zero_shot,high_school_geography,high school geography,Social Sciences,198,36,0.18181818181818182,0.8391771644654901,0.6573589826473083,0.6573589826473082,0.6636626152434445,0.0,0,0,0
sft,zero_shot,high_school_government_and_politics,high school government and politics,Social Sciences,193,38,0.19689119170984457,0.9093571101445608,0.7124659184347162,0.7124659184347162,0.7141490168864828,0.0,0,0,0
sft,zero_shot,high_school_macroeconomics,high school macroeconomics,Social Sciences,390,80,0.20512820512820512,0.8838014463583629,0.6786732412301577,0.6786732412301577,0.6803569488571012,0.0,0,0,0
sft,zero_shot,high_school_mathematics,high school mathematics,STEM,270,57,0.2111111111111111,0.9033484059351462,0.6922372948240351,0.6922372948240351,0.6981488865922968,0.0,0,0,0
sft,zero_shot,high_school_microeconomics,high school microeconomics,Social Sciences,238,50,0.21008403361344538,0.897097487910455,0.6870134542970096,0.6870134542970097,0.6877258760592142,0.0,0,0,0
sft,zero_shot,high_school_physics,high school physics,STEM,151,30,0.1986754966887417,0.9354659468922394,0.7367904502034976,0.7431849375465848,0.7435827258613231,0.0,0,0,0
sft,zero_shot,high_school_psychology,high school psychology,Social Sciences,545,104,0.1908256880733945,0.8339432545211337,0.6431175664477392,0.6431175664477392,0.6489528542833128,0.0,0,0,0
sft,zero_shot,high_school_statistics,high school statistics,STEM,216,33,0.1527777777777778,0.9199018961301556,0.7671241183523778,0.7671241183523778,0.77019364770988,0.0,0,0,0
sft,zero_shot,high_school_us_history,high school us history,Humanities,204,50,0.24509803921568626,0.8957644925982344,0.6506664533825481,0.6506664533825481,0.6533624096285036,0.0,0,0,0
sft,zero_shot,high_school_world_history,high school world history,Humanities,237,63,0.26582278481012656,0.874183402157031,0.6083606173469045,0.6083606173469044,0.6164457452262087,0.0,0,0,0
sft,zero_shot,human_aging,human aging,Other,223,69,0.3094170403587444,0.8625187820383251,0.5531017416795807,0.5531017416795808,0.564447946311382,0.0,0,0,0
sft,zero_shot,human_sexuality,human sexuality,Social Sciences,131,34,0.2595419847328244,0.8223001856840294,0.562758200951205,0.562758200951205,0.5763550505132775,0.0,0,0,0
sft,zero_shot,international_law,international law,Humanities,121,29,0.2396694214876033,0.8995305974621418,0.6598611759745385,0.6598611759745385,0.6705026321476362,0.0,0,0,0
sft,zero_shot,jurisprudence,jurisprudence,Humanities,108,29,0.26851851851851855,0.8687532458592344,0.6002347273407158,0.6099120397810582,0.6126121541900293,0.0,0,0,0
sft,zero_shot,logical_fallacies,logical fallacies,Humanities,163,37,0.22699386503067484,0.853146157016052,0.6261522919853771,0.6322335791002753,0.635195325132642,0.0,0,0,0
sft,zero_shot,machine_learning,machine learning,STEM,112,37,0.33035714285714285,0.8041682541370392,0.47381111127989634,0.47381111127989634,0.48497782068174905,0.0,0,0,0
sft,zero_shot,management,management,Other,103,18,0.17475728155339806,0.8531869406839019,0.6784296591305038,0.6784296591305039,0.6813643289639765,0.0,0,0,0
sft,zero_shot,marketing,marketing,Other,234,68,0.2905982905982906,0.8465146157476637,0.5559163251493731,0.5559163251493731,0.5637958062189536,0.0,0,0,0
sft,zero_shot,medical_genetics,medical genetics,Other,100,31,0.31,0.7934282502532005,0.4834282502532005,0.4834282502532005,0.49204312648267823,0.0,0,0,0
sft,zero_shot,miscellaneous,miscellaneous,Other,783,185,0.23627075351213284,0.8141971311958965,0.5779263776837638,0.5784757742479842,0.5860035632082629,0.0,0,0,0
sft,zero_shot,moral_disputes,moral disputes,Humanities,346,85,0.24566473988439305,0.8531908715046899,0.6075261316202968,0.6075261316202969,0.6139000607296919,0.0,0,0,0
sft,zero_shot,moral_scenarios,moral scenarios,Humanities,895,213,0.23798882681564246,0.8451144629350588,0.6071256361194163,0.6071256361194164,0.6072149825954464,0.0,0,0,0
sft,zero_shot,nutrition,nutrition,Other,306,66,0.21568627450980393,0.6960936733125861,0.48040739880278216,0.48040739880278216,0.5100859966999418,0.0,0,0,0
sft,zero_shot,philosophy,philosophy,Humanities,311,58,0.1864951768488746,0.8816256007580895,0.6951304239092149,0.6951304239092149,0.7006232950115853,0.0,0,0,0
sft,zero_shot,prehistory,prehistory,Humanities,324,71,0.2191358024691358,0.8275605455776791,0.6084247431085433,0.6117645133240723,0.6273334669818953,0.0,0,0,0
sft,zero_shot,professional_accounting,professional accounting,Other,282,61,0.21631205673758866,0.8410846872109894,0.6247726304734007,0.6247726304734007,0.6414036538021847,0.0,0,0,0
sft,zero_shot,professional_law,professional law,Humanities,1534,377,0.2457627118644068,0.937769782356675,0.6920070704922682,0.6920070704922683,0.6924018124628056,0.0,0,0,0
sft,zero_shot,professional_medicine,professional medicine,Other,272,52,0.19117647058823528,0.783402690116097,0.5922262195278617,0.5968174215625314,0.6094156866681918,0.0,0,0,0
sft,zero_shot,professional_psychology,professional psychology,Social Sciences,612,154,0.25163398692810457,0.8369312305855595,0.585297243657455,0.585297243657455,0.5944431924620345,0.0,0,0,0
sft,zero_shot,public_relations,public relations,Social Sciences,110,24,0.21818181818181817,0.8620796599171379,0.6438978417353197,0.6438978417353196,0.6493873331898615,0.0,0,0,0
sft,zero_shot,security_studies,security studies,Social Sciences,245,46,0.18775510204081633,0.8781279807188073,0.6903728786779909,0.6961744167366806,0.6999097329504107,0.0,0,0,0
sft,zero_shot,sociology,sociology,Social Sciences,201,49,0.24378109452736318,0.8495110601038482,0.6057299655764851,0.605729965576485,0.6160888558431378,0.0,0,0,0
sft,zero_shot,us_foreign_policy,us foreign policy,Social Sciences,100,28,0.28,0.8970197078585624,0.6170197078585624,0.6170197078585624,0.6235568312751034,0.0,0,0,0
sft,zero_shot,virology,virology,Other,166,48,0.2891566265060241,0.7877483547451984,0.49859172823917436,0.49859172823917436,0.5123754429049892,0.0,0,0,0
sft,zero_shot,world_religions,world religions,Humanities,171,55,0.3216374269005848,0.8179388703310002,0.49630144343041543,0.4963014434304153,0.5087400578525153,0.0,0,0,0
